duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id
,1,TV Show,Daybreak,10/24/2019,2019,TV-MA,"Living his best life in post-apocalyptic LA, a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs.",80197462
82,,Movie,Echo in the Canyon,10/24/2019,2019,PG-13,"An affectionate documentary looks back at the mid-1960s, when Hollywood’s Laurel Canyon was a creative nexus for young, innovative musicians.",81034741
92,,Movie,Revenge of the Pontianak,10/24/2019,2019,TV-14,A wedding in a Malaysian village leaves out one guest: a scorned vampire ghost bent on settling a secret score with the groom and anyone in her way.,81075461
138,,Movie,Baahubali: The Beginning (English Version),10/24/2018,2015,TV-14,Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this English version of S.S. Rajamouli's epic.,80205231
,1,TV Show,Bodyguard,10/24/2018,2018,TV-MA,"After helping thwart a terrorist attack, a war veteran is assigned to protect a politician who was a main proponent of the very conflict he fought in.",80235864
68,,Movie,Jack Whitehall: At Large,10/24/2017,2017,TV-MA,"Comedian Jack Whitehall takes the stage to tell stories about drinking, drugs, a Google Maps van and his ongoing rivalry with Robert Pattinson.",80158919
,1,TV Show,The Mist,10/24/2017,2017,TV-MA,"Trapped by a mysterious fog, residents of a Maine village discover that it hides nightmarish creatures. A new series based on Stephen King's novella.",80135414
90,,Movie,E-Team,10/24/2014,2014,NR,The courageous investigators of Human Rights Watch's Emergencies Team risk their lives to document unlawful attacks on civilians by brutal dictators.,70299286
,1,TV Show,DreamWorks Spooky Stories: Volume 2,10/24/2012,2011,TV-PG,"The Shrek characters parody the music video ""Thriller""; B.O.B. and pals battle zombie carrots; and Megamind faces the effects of the Button of Doom.",70258566
95,,Movie,American Heist,10/23/2019,2014,R,An ex-con is just getting his life back on track when his older brother is released from prison and drags him into the underworld for one final heist.,80017261
,1,TV Show,"Breakfast, Lunch & Dinner",10/23/2019,2019,TV-MA,"Chef David Chang takes his insatiable curiosity about food, culture and identity on the road, in the convivial company of fun-loving celebrity guests.",81038022
52,,Movie,Dancing with the Birds,10/23/2019,2019,TV-PG,"From ruffling their majestic feathers to nailing im-peck-able courtship routines, birds in paradise flaunt their best moves in hopes of landing a mate.",80186796
108,,Movie,Master Z: The Ip Man Legacy,10/23/2019,2018,TV-MA,"In this spin-off, a martial arts expert once defeated by Ip Man is forced to abandon his reclusive lifestyle to combat a rising Chinese triad.",81071891
74,,Movie,ADAM SANDLER 100% FRESH,10/23/2018,2018,TV-MA,"From ""Heroes"" to ""Ice Cream Ladies"" – Adam Sandler's comedy special hits you with new songs and jokes in an unexpected, groundbreaking way.",80224536
,1,TV Show,Here to Heart,10/23/2018,2018,TV-14,Wen Nuan signs on to work as the executive assistant to ex Zhan Nanxian at his tech firm. Helping him at work just may lead her back into his heart.,81017545
102,,Movie,Scorpion King 5: Book of Souls,10/23/2018,2018,PG-13,The Scorpion King joins forces with a Nubian princess in an all-or-nothing fight to stop a warlord from claiming the souls of the vanquished.,80994444
97,,Movie,While We're Young,10/23/2017,2015,R,"A documentary filmmaker struggling with a creative block meets a vibrant young hipster couple who, initially, bring new energy into his life and work.",80017286
91,,Movie,Hunter's Prayer,10/22/2019,2015,R,A hired gun has second thoughts when he's contracted to kill a teenage girl whose father's shady business dealings put her life in danger.,70295169
96,,Movie,I'll See You in My Dreams,10/22/2019,2015,PG-13,"After the passing of her dog, a long-widowed senior citizen is in need of companionship. Two very different possibilities present themselves.",80039050
67,,Movie,Jenny Slate: Stage Fright,10/22/2019,2019,TV-MA,"Jenny Slate's first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home.",81027753
83,,Movie,The Texas Chainsaw Massacre,10/22/2019,1974,R,"When some friends visit a vandalized graveyard, they come upon a chainsaw-wielding maniac, and it's a fight to the bloody death between good and evil.",15815343
94,,Movie,Tracers,10/22/2019,2015,PG-13,"When a bike messenger falls into debt with organized criminals, a sexy woman draws him into her high-stakes world of parkour, teaching him new skills.",70295176
97,,Movie,??? ?????,10/22/2019,2018,TV-14,"A man cured of leprosy and a young orphan leave their colony for the first time to travel across Egypt, hoping to find the families they lost.",81043190
103,,Movie,God Knows Where I Am,10/22/2018,2016,TV-PG,"Through diary entries, this documentary follows the life and death of homeless woman Linda Bishop and her struggles with starvation, sanity and God.",80131240
115,,Movie,Aashayein,10/22/2017,2010,TV-14,"When he learns he has terminal cancer, a cynical gambler and chronic smoker ditches his fiancée, snubs doctors and checks into a nursing home to die.",70170182
148,,Movie,Bhool Bhulaiyaa,10/22/2017,2007,TV-14,"Siddharth dismisses warnings that his palace might be haunted, until ghostly occurrences force him to reconsider his beliefs.",70082633
149,,Movie,Humko Deewana Kar Gaye,10/22/2017,2006,TV-PG,Two kindred spirits who are betrothed to others must decide whether to go through with arranged marriages or brush aside convention for true love.,70049619
113,,Movie,Kajraare,10/22/2017,2010,TV-14,"A popular singer on the run poses as a bartender and falls in love with a prostitute, but their love is threatened by a violent incident in his past.",80211135
137,,Movie,Karzzzz,10/22/2017,2008,TV-14,"When flashbacks reveal that he's the reincarnation of a man murdered by his wife, rock star Monty sets out to get revenge for the decades-old crime.",70109884
140,,Movie,Patiala House,10/22/2017,2011,TV-PG,"A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer.",70176967
144,,Movie,Ready,10/22/2017,2011,TV-PG,"Bollywood superstar Salman Khan plays Prem, an heir to a perfume fortune who falls in love with the wrong woman in this romantic comedy.",70198040
105,,Movie,Results,10/22/2015,2015,R,"After an ugly divorce, a wealthy but unhappy man trains at a local gym and develops a strange relationship with the owner and a captivating trainer.",80038442
91,,Movie,Free Fire,10/21/2019,2016,R,A sketchy arms transaction in a deserted warehouse turns into a free-for-all when the two sides engage in a take-no-prisoners shootout.,80091310
119,,Movie,The Rainbow Troops,10/21/2018,2008,TV-PG,Two Indonesian teachers embrace an inspiring crop of gifted young students who've come to study at their crumbling Islamic primary school.,70114484
,1,TV Show,The Liar,10/21/2017,2013,TV-14,"At the CARE detective agency, investigators see a lot of action but must always keep their cases secret, even when it affects their personal lives.",80169350
,1,TV Show,Containment,10/21/2016,2016,TV-14,"When a ferocious contagion sweeps through Atlanta, authorities impose a precarious quarantine on the city while scrambling to find a cure.",80066079
64,,Movie,Joe Rogan: Triggered,10/21/2016,2016,TV-MA,"Unleashing his inquisitive, intense comedic style, Rogan explores everything from raising kids and Santa Claus to pot gummies and talking to dolphins.",80117443
68,,Movie,Wyatt Cenac: Brooklyn,10/21/2014,2014,TV-MA,Wyatt Cenac heads to Brooklyn to share his observations on the borough that's the backdrop for three sitcoms and a reality show about cheesemongers.,80010717
104,,Movie,How to Get Over a Breakup,10/20/2018,2018,TV-MA,"A heartbroken ad copywriter living in Lima, Peru, is inspired to write a blog about life as a single woman and is surprised by her website's success.",81020005
161,,Movie,The Gospel of John,10/20/2018,2014,TV-14,"In the first of four word-for-word film adaptations, Aramaic-speaking actors re-create the stories of Jesus' life from the fourth gospel.",81035748
103,,Movie,1922,10/20/2017,2017,TV-MA,"A farmer pens a confession admitting to his wife's murder, but her death is just the beginning of a macabre tale. Based on Stephen King's novella.",80135164
90,,Movie,Miss Representation,10/20/2017,2011,NR,Explore how the mainstream media's often disparaging portrayals of women contribute to the under-representation of females in positions of leadership.,70167128
95,,Movie,One of Us,10/20/2017,2017,TV-14,"In the wake of trauma and abuse, three Hasidic Jews face ostracism, anxiety and danger as they attempt to leave their ultra-Orthodox community.",80118101
,1,TV Show,The Day I Met El Chapo,10/20/2017,2017,TV-MA,"Mexican superstar actress Kate del Castillo reveals the untold story of her encounter with El Chapo Guzmán, the world’s most-wanted drug lord.",80184569
82,,Movie,Wheelman,10/20/2017,2017,TV-MA,The getaway driver in a botched robbery puts his skills and smarts to the test when he receives shocking orders from an unknown caller.,80113669
,1,TV Show,Border Patrol,10/2/2019,2016,TV-PG,This reality TV series follows the men and women of New Zealand's border patrol in their quest to keep their country safe and secure.,80222133
,1,TV Show,Botched Up Bodies,10/2/2019,2013,TV-MA,"From lifting saggy skin to repairing shoddy breast enhancements, plastic surgeons tackle extreme fixer-uppers.",81029301
,1,TV Show,Bringing Sexy Back,10/2/2019,2015,TV-14,"In this reality series, everyday individuals adopt healthier lifestyles and transform their bodies to reclaim their confidence – with dramatic results.",81025218
,1,TV Show,Court Justice,10/2/2019,2017,TV-MA,"In a bustling local court in Sydney, 12 magistrates preside over different levels of criminal offenses and deliver life-changing verdicts.",81025251
,1,TV Show,Diva Brides,10/2/2019,2017,TV-MA,"In this reality series, brides-to-be stop at nothing to have their dream weddings despite meager funds, fallouts with friends or even absent grooms.",80224490
,1,TV Show,Ghost Town Gold,10/2/2019,2012,TV-14,"Two history buffs with an eye for valuables traverse through forgotten mines and abandoned landmarks in the wild, wild West to score collectibles.",81025309
,1,TV Show,Horror Homes,10/2/2019,2016,TV-14,"Dream homes turn into property nightmares when mold, maggots, natural disasters and other inconveniences move in.",81025263
,1,TV Show,Kitten Rescuers,10/2/2019,2017,TV-14,Cat-crazy host Jo Brand follows vets and animal welfare officers who take on daring rescues to save furry felines subjected to different cat-astrophes.,81025361
,1,TV Show,License to Drill: Louisiana,10/2/2019,2014,TV-PG,"A crew of oil riggers work an off-season job and swap the blistering cold of their native Canada for sunny, Southern comfort in the Big Easy.",81025317
,1,TV Show,Living Undocumented,10/2/2019,2019,TV-MA,Eight undocumented families' fates roller-coast as the United States' immigration policies are transformed.,80209609
98,,Movie,Ready to Mingle,10/2/2019,2019,TV-MA,"After the man she thought she'd marry breaks up with her, Ana joins a class for single women who are in search of a husband.",81094801
76,,Movie,Salam - The First ****** Nobel Laureate,10/2/2019,2018,TV-PG,"Shunned by his country due to religion, Abdus Salam strives for an achievement that would define modern physics and redefine his place back home.",81191195
111,,Movie,Death Race: Beyond Anarchy,10/2/2018,2017,R,"An ex-racecar driver is sent to a barbaric prison where, to get pardoned, he must defeat the inmate known as Frankenstein in a lethal ""Death Race.""",80218973
81,,Movie,Eric ldle's What About Dick?,10/2/2018,2012,TV-MA,"In a madcap stage play from Monty Python icon Eric Idle, comic greats perform the decline and fall of the British Empire ... as told through a piano.",80235999
64,,Movie,Joe Rogan: Strange Times,10/2/2018,2018,TV-MA,"Outspoken as ever, comedian Joe Rogan takes on current culture, pro wrestling, pot laws, cats, vegans and more in a stand-up special shot in Boston.",80215419
,1,TV Show,Monty Python Best Bits (mostly),10/2/2018,2014,TV-14,"Prominent comedians pay tribute to Monty Python's best work in this five-part series, along with selected clips of sketches.",80236359
55,,Movie,Monty Python Conquers America,10/2/2018,2008,TV-MA,Follow the evolution of the British sketch comedy troupe that redefined humor and shaped an entire generation of American comics.,70118860
137,,Movie,"Monty Python Live (Mostly): One Down, Five to Go",10/2/2018,2014,TV-MA,"Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance.",80017240
56,,Movie,Monty Python: Before the Flying Circus,10/2/2018,2000,TV-14,"Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's revolutionary comedy troupe.",70118859
58,,Movie,Monty Python: Live at Aspen,10/2/2018,1998,TV-MA,The members of Monty Python reunite on stage to talk about making their iconic show that changed sketch comedy forever.,80236356
80,,Movie,Monty Python: Live at The Hollywood Bowl,10/2/2018,1982,R,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling.""",80236778
94,,Movie,Monty Python: The Meaning of Live,10/2/2018,2014,TV-MA,"From heyday to curtain call, this documentary offers a rare glimpse of the legendary Monty Python troupe as it stages live shows after a long hiatus.",80236470
,1,TV Show,Monty Python's Almost the Truth,10/2/2018,2009,NR,"The legacy of comedy group Monty Python, whose irreverent brand of humor has tickled the ribs of millions, is explored in this documentary.",70213237
,1,TV Show,Monty Python's Fliegender Zirkus,10/2/2018,1972,TV-14,"The Pythons elevate the absurd to new heights and bring their sketches to German TV, working in phonetic German, at times with an Australian accent.",80236357
94,,Movie,Monty Python's Life of Brian,10/2/2018,1979,R,"Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter.",699257
,1,TV Show,Monty Python's Personal Best,10/2/2018,2005,TV-MA,Original members of the iconic Monty Python comedy troupe pick their all-time favorite sketches from their groundbreaking television series.,80237311
72,,Movie,Parrot Sketch Not Included: Twenty Years of Monty Python,10/2/2018,1989,TV-14,"Presented by Steve Martin, this anthology draws from “Flying Circus” and “Fliegender Zirkus” to mark the 20th anniversary of the TV series.",80236574
60,,Movie,The Meaning of Monty Python,10/2/2018,2013,TV-MA,"Five Pythons reflect on their creative process, politics, television and the making of their award-winning final film, ""The Meaning of Life.""",80988048
101,,Movie,Sleeping with Other People,10/2/2017,2015,R,"Many years after hooking up in college, two people cross paths and realize they are both serial philanderers who need each other's help to reform.",80039069
64,,Movie,Anjelah Johnson: Not Fancy,10/2/2015,2015,TV-14,"The actress, comedian and YouTube sensation riffs on everything from nail salons and Gypsies to Mexican moms and super-sleuthing Liam Neeson.",80046779
66,,Movie,Little Singham: Kaal Ki Tabaahi,10/19/2019,2019,TV-Y7,Kaal is back – bigger and badder than ever! Can Little Singham fight the battle of a lifetime to stop the demon’s plans to wreak havoc on earth?,80995687
98,,Movie,Men in Black,10/19/2019,1997,PG-13,"A streetwise cop teams with a veteran government agent to work for a super-secret, extremely dapper team that monitors extraterrestrials on Earth.",60001650
92,,Movie,Moms at War,10/19/2019,2018,TV-14,"Two fierce mothers become rivals when a school contest forces their kids, both model students, to compete against one another to be the best in class.",81172848
118,,Movie,The Command,10/19/2019,2018,PG-13,For the crew trapped aboard a sunken Russian submarine the deadliest threat is the bureaucracy on land. Based on a true story.,81034575
,1,TV Show,Accidentally in Love,10/19/2018,2018,TV-14,"Rejecting the demands of her wealthy family, a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school.",81025800
,1,TV Show,Ask the Doctor,10/19/2018,2017,TV-PG,"From allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments.",81003997
,1,TV Show,Best.Worst.Weekend.Ever.,10/19/2018,2018,TV-PG,"Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.",80207486
51,,Movie,"Club de Cuervos Presents: I, Potro",10/19/2018,2018,TV-MA,Former Club de Cuervos player Potro returns home to Argentina to crash the wedding of his famous soccer-star brother and confront his estranged family.,80226951
50,,Movie,Derren Brown: Sacrifice,10/19/2018,2018,TV-MA,Illusionist Derren Brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger.,80216677
86,,Movie,Gnome Alone,10/19/2018,2018,PG,"After moving into a new house with her mom, high schooler Chloe discovers a troupe of talking garden gnomes who need her help saving the world.",80232279
140,,Movie,Illang: The Wolf Brigade,10/19/2018,2018,TV-MA,"In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby.",80239666
122,,Movie,Naa Bangaaru Talli,10/19/2018,2013,TV-MA,"A father leading a dark double life and his daughter, who's eager to pursue her studies in Hyderabad, face the tragic consequences of sex trafficking.",81011973
23,,Movie,Oddbods: Party Monsters,10/19/2018,2018,TV-Y,"Dressed up as detective Sherlock Holmes, Slick must crack the case when a magician turns Jeff's spooky-costume party guests into their scary alter egos.",81031037
95,,Movie,S Storm,10/19/2018,2016,TV-MA,Anti-corruption investigator William Luk must join forces with detective Lau Po-keung to bring down a crime syndicate involved in sports betting.,80144152
205,,Movie,The Gospel of Luke,10/19/2018,2015,TV-14,Word-for-word Bible texts of the entire book of Luke are narrated and re-enacted in this epic production of the Gospel's accounts of Jesus's life.,81035749
123,,Movie,The Gospel of Mark,10/19/2018,2015,TV-14,"See Jesus from a disciple's point of view in this first-ever, word-for-word film adaptation of the Gospel of Mark, lauded for its historical accuracy.",81035750
190,,Movie,The Gospel of Matthew,10/19/2018,2014,TV-14,The Apostle Matthew is highlighted in this word-for-word film adaptation of the former tax collector's Biblical writings about working with Jesus.,81035751
121,,Movie,The Night Comes for Us,10/19/2018,2018,TV-MA,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",80148162
,1,TV Show,Wanderlust,10/19/2018,2018,TV-MA,"Unable to revive their fading sex life after many years of marriage, a therapist and her husband decide to start dating other people.",80211465
94,,Movie,Wedding Unplanned,10/19/2017,2017,TV-MA,"Mathias's girlfriend finds a business card for a wedding planner in his pocket. Suddenly, he's engaged and hiring his lover to plan the big day!",80171705
87,,Movie,10 Days in Sun City,10/18/2019,2017,TV-14,"After his girlfriend wins the Miss Nigeria pageant, a young man faces unexpected competition of his own when he joins her on a campaign in South Africa.",81172729
121,,Movie,93 Days,10/18/2019,2016,TV-14,Heroic health workers fight to contain an Ebola outbreak when a patient arrives in Lagos with symptoms of the deadly virus. Based on a true story.,81172895
98,,Movie,Eli,10/18/2019,2019,TV-MA,"With his desperate parents in tow, an 11-year-old boy with a debilitating illness checks into an isolated clinic to undergo experimental therapy.",80206910
99,,Movie,In My Country,10/18/2019,2018,TV-14,"A teacher turns to a dubious man to raise money for her daughter's life-saving surgery, a crisis that is unexpectedly catapulted to a national stage.",81172905
,1,TV Show,Interior Design Masters,10/18/2019,2019,TV-PG,Aspiring interior designers transform a variety of spaces from dowdy to delightful as they vie for a life-changing contract with a top London hotel.,80217627
,1,TV Show,Living with Yourself,10/18/2019,2019,TV-MA,"Burned out on life, Miles undergoes a strange procedure at a strip mall spa – and wakes to find he's been replaced by a better version of himself.",80178724
95,,Movie,"Love, Surreal and Odd",10/18/2019,2017,TV-14,"When a group of people meets at the same party, they form four different relationships, each experiencing similar phases of love.",81132442
,1,TV Show,Mighty Little Bheem: Diwali,10/18/2019,2019,TV-Y,"From decorating his home to devouring sweets, join Bheem as he makes merry – and a bit of mischief – while the festival of lights is in full swing.",81020066
,1,TV Show,MONKART,10/18/2019,2017,TV-Y7,Jin and his dragon monster Draka set out on a racing adventure and try to save the kingdom from evil forces.,81193245
107,,Movie,New Money,10/18/2019,2018,TV-14,An aspiring fashion designer's life is transformed after she discovers she’s the heiress of a billion-dollar empire left by her estranged father.,81172723
100,,Movie,Seventeen,10/18/2019,2019,TV-MA,"To find his therapy dog, a 17-year-old escapes from juvie and embarks on a journey of reconnection with his brother and grandmother through Cantabria.",80990336
101,,Movie,Tatu,10/18/2019,2017,TV-MA,"Doubting her future as a nun, a woman attempts to have a child, triggering a mystic tribal prophecy that could force her to make a godly sacrifice.",81172909
86,,Movie,Tell Me Who I Am,10/18/2019,2019,TV-MA,"In this documentary, Alex trusts his twin, Marcus, to tell him about his past after he loses his memory. But Marcus is hiding a dark family secret.",80214706
96,,Movie,The Laundromat,10/18/2019,2019,R,"When a widow gets swindled out of insurance money, her search for answers leads to two cunning lawyers in Panama who hide cash for the superrich.",80994011
,1,TV Show,Unnatural Selection,10/18/2019,2019,TV-MA,"From eradicating disease to selecting a child’s traits, gene editing gives humans the chance to hack biology. Meet the real people behind the science.",80208910
99,,Movie,Up North,10/18/2019,2018,TV-14,A pampered heir must complete a year of service work to inherit his dad's assets but unearths new goals when he's placed in an unfamiliar region.,81172902
112,,Movie,Upstarts,10/18/2019,2019,TV-14,"Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray.",80998890
127,,Movie,Verses of Love 2,10/18/2019,2017,TV-14,"Now a lecturer in Edinburgh, Fahri tries to begin a new chapter as the love of his life, Aisha, volunteers in the Gaza Strip. Have they moved on?",81047903
131,,Movie,Mr. Chandramouli,10/18/2018,2018,TV-MA,"When the lives of a carefree boxer and his cabdriver dad collide with the ambitions of a ruthless businessman, a search for answers turns to revenge.",81026343
79,,Movie,El Viaje: Márama y Rombai,10/18/2017,2016,TV-PG,Popular South American bands Márama and Rombai share footage of behind-the-scenes antics and discuss their sudden rise to stardom.,80208635
140,,Movie,The Karate Kid,10/17/2019,2010,PG,"After moving to Beijing with his mother, Dre falls prey to a bully, so he takes lessons from a martial arts master in this remake of the 1984 classic.",70125931
,1,TV Show,THE UNLISTED,10/17/2019,2019,TV-PG,"When they learn of a secret plot to track and control kids, identical twins Dru and Kal team up with a band of runaway rebels to take back their world.",80222326
80,,Movie,My Babysitter's a Vampire: The Movie,10/17/2018,2010,TV-PG,"When their parents head out for the evening, Ethan and his little sister get the babysitter of their nightmares: a fledgling vampire named Sarah.",70235768
66,,Movie,Patton Oswalt: Annihilation,10/17/2017,2017,TV-MA,"By turns scathing and candid, Patton Oswalt reflects on the glut of comic material in the Trump era and the dark days following a personal tragedy.",80177406
,1,TV Show,Another Miss Oh,10/16/2019,2016,TV-14,"A sound director who suddenly starts getting visions of someone else’s future gets mired in the lives of two women, who happen to share the same name.",81077044
22,,Movie,Ghosts of Sugar Land,10/16/2019,2019,TV-MA,"Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate.",81081656
78,,Movie,League of Legends Origins,10/16/2019,2019,TV-MA,"Fans, experts and creators of the ""League of Legends"" detail the game’s rise from free demo to global esports titan.",81187847
63,,Movie,Park Na-rae: Glamour Warning,10/16/2019,2019,TV-MA,"Korea’s beloved comedian and favorite big sister figure talks sex, relationships and celebrity life. And she’s sassier and dirtier than ever before.",81053240
,1,TV Show,Second 20s,10/16/2019,2015,TV-14,"Facing major changes, a mother realizes it's time to live for herself and decides to enroll in college, where she finds her dream as well as new love.",81167011
97,,Movie,Sinister 2,10/16/2019,2015,R,"A single mother and her twin sons move into a rural house, unaware of its history of being inhabited by an evil spirit that preys upon young children.",80043834
86,,Movie,The Game Changers,10/16/2019,2018,TV-MA,"Special Forces trainer James Wilks asks elite athletes to compare the merits of meat, protein and plants for building strength. Spoiler: plants win.",81157840
63,,Movie,"Ron White: If You Quit Listening, I'll Shut Up",10/16/2018,2018,TV-MA,"Ron “Tater Salad” White dishes out his signature brand of cynicism, riffing on sex, celebrity and the sinister habits of wild geese.",80244900
135,,Movie,Baadshaho,10/16/2017,2017,TV-14,"In 1975, during the government-declared Emergency, thief Bhawani and his crew plan a daring robbery to reclaim his royal lover's seized treasures.",80211134
96,,Movie,Closed Circuit,10/16/2017,2013,R,"Martin and Claudia, top-flight lawyers who happen to be former lovers, become targets when they're teamed up to defend a notorious terrorist.",70271601
,1,TV Show,Footprints in the Sand,10/16/2017,2011,TV-14,"Familial bonds strain as dramas concerning love, greed, business and generosity simmer across generations.",80136786
,1,TV Show,In Laws,10/16/2017,2016,TV-PG,"Once domineered by her own mother, a well-meaning matriarch has trouble being lax with her children, especially when her daughter-in-law moves in.",80136788
,1,TV Show,La Femme,10/16/2017,2016,TV-14,"Personal desires guide the lives of a marriage-averse entrepreneur, a housewife coping with infidelity and a career woman who leaves her spouse.",80136787
,1,TV Show,Laws of Attraction,10/16/2017,2012,TV-14,"Four couples – a speed-dating pair, a husband and wife, a man living with an older woman and co-workers with opposite views – weather ups and downs.",80136454
144,,Movie,Lucknow Central,10/16/2017,2017,TV-14,"After being arrested for a crime he didn't commit, an aspiring musician teams up with some of his inmates at Lucknow Central to form a band.",80204433
111,,Movie,A Family Affair,10/16/2016,2015,TV-PG,The filmmaker hunts for the missing puzzle pieces of his family history during a visit with a complex and controversial figure: his grandmother.,80089199
59,,Movie,Anthony Jeselnik: Thoughts and Prayers,10/16/2015,2015,TV-MA,There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.,80043049
137,,Movie,Beasts of No Nation,10/16/2015,2015,NR,"When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier.",80044545
86,,Movie,Circle,10/16/2015,2015,NR,"When a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared.",80070182
,1,TV Show,Black Money Love,10/15/2019,2014,TV-MA,"After a cop's fiancée and a jewelry designer's father are found dead together, the two bereaved ones face a perilous aftermath of a theft gone wrong.",80176234
93,,Movie,Dark Crimes,10/15/2019,2016,R,A detective on a cold murder case discovers that a famous writer’s latest novel contains details chillingly similar to the crime he’s investigating.,80992769
73,,Movie,Homeland,10/15/2019,2019,TV-PG,"Determined to trace her ancestral history, an Armenian woman travels to a French village, where she befriends a kind man and, better yet, finds herself.",81191228
,1,TV Show,Magical Andes,10/15/2019,2019,TV-G,"From Argentina to Colombia, this stunning documentary follows five characters who share their deep connection to South America's majestic mountains.",81154549
,1,TV Show,Power Rangers Beast Morphers,10/15/2019,2019,TV-Y7-FV,A new breed of secret agents must stop a ruthless computer virus and its minions from stealing the unlimited clean energy source that created them.,81192594
,1,TV Show,Devlok with Devdutt Pattanaik,10/15/2018,2017,TV-PG,"Through chats with host Rasika Dugal, mythologist Devdutt Pattanaik explores the meaning and modern-day relevance of Indian folklore and philosophy.",81006356
150,,Movie,Meghnadbodh Rohoshyo,10/15/2018,2017,TV-14,"A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic.",81025935
159,,Movie,Sanju,10/15/2018,2018,TV-MA,"From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt.",81020508
,1,TV Show,Stunt Science,10/15/2018,2018,TV-MA,"When it comes to daring stunts and outrageous pranks, we often wonder: What were they thinking? This high-octane series tries to find some answers.",80241004
108,,Movie,A Scandall,10/15/2017,2016,TV-MA,"A film school graduate is interested in making a movie about his girlfriend's uncle, who claims that he can see his long-dead daughter.",80201824
127,,Movie,Aisa Yeh Jahaan,10/15/2017,2015,TV-14,"During a vacation with her parents, away from her concrete urban existence, a young girl learns to appreciate the joys of connecting with nature.",80203782
127,,Movie,Ankur Arora Murder Case,10/15/2017,2013,TV-14,A young medical intern sets out to fight for justice after the negligence of the surgeon he looked up to ends in tragedy.,80201829
90,,Movie,Belief: The Possession of Janet Moses,10/15/2017,2015,TV-MA,"This documentary tries to reconstruct, through a series of interviews, a family's misguided attempt to heal a woman's pain through exorcism.",80126016
126,,Movie,Calendar Girls,10/15/2017,2015,TV-14,Five calendar models try to navigate the twists and turns thrown in their path by the seductive and ruthless world of glamour.,80202089
121,,Movie,Darra,10/15/2017,2016,TV-14,"After returning from school and getting married, a popular farmer begins to arouse resentment and jealousy among those around him.",80203789
119,,Movie,El Che,10/15/2017,2017,TV-14,"Spanish-Mexican writer Paco Ignacio Taibo II hits the road to trace the footsteps of Ernesto ""Che"" Guevara and sheds new light on the revolutionary.",80193423
109,,Movie,Gour Hari Dastaan: The Freedom File,10/15/2017,2015,TV-14,A former freedom fighter is forced to navigate the corridors of a disinterested bureaucracy to prove that he fought in India's freedom movement.,80201825
,1,TV Show,Harry & Bunnie,10/15/2017,2017,TV-Y7,A young wannabe magician and his mischievous stage rabbit battle and sabotage each other while putting on shows.,80202376
132,,Movie,Jal,10/15/2017,2013,TV-14,A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.,80028360
118,,Movie,Macchli Jal Ki Rani Hai,10/15/2017,2014,TV-MA,"After relocating to a different town with her husband, a housewife begins to sense the existence of a mysterious presence in their new house.",80203783
84,,Movie,Money,10/15/2017,2016,R,"Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand.",80142617
93,,Movie,One Night Stand,10/15/2017,2016,TV-MA,An obsession with a woman with whom he had a one-night stand brings disharmony into a man's life and destroys his peace of mind.,80201823
96,,Movie,OtherLife,10/15/2017,2017,TV-MA,"After inventing a drug that induces time-compressed virtual realities, young Ren grapples with partner Sam over how to use their powerful creation.",80190841
145,,Movie,Sardaarji 2,10/15/2017,2016,TV-PG,A simple farmer's life becomes complicated after he resolves to save his village from an economic crisis by traveling to Australia to earn money.,80115858
